task_id,puzzle_id,pair_index,emitted_candidates,distinct_candidate_grids,orbit_dispersion,majority_vote_mass,top2_vote_mass,top5_vote_mass,mean_candidate_multiplicity,max_candidate_multiplicity,singleton_grid_fraction,invalid_emissions,invalid_emission_fraction,b1_correct,d_count_distinct,d_count_multiset,d_count_non_identical_support,split
9def23fe#0,9def23fe,0,1001,38,0.017862906326919337,0.36363636363636365,0.7012987012987013,0.9020979020979022,26.342105263157894,364,0.39473684210526316,0,0.0,1.0,0.3520975597852569,0.3801838238015785,0.20600368647455206,dev
9f27f097#0,9f27f097,0,1001,270,0.7668550499327844,0.15084915084915085,0.22877122877122877,0.34565434565434566,3.7074074074074073,151,0.6074074074074074,0,0.0,0.0,0.040379969127196345,0.07219284904640844,0.03467122124676827,test
a04b2602#0,a04b2602,0,1001,311,0.9092644698719979,0.08691308691308691,0.15584415584415584,0.2257742257742258,3.2186495176848875,87,0.27009646302250806,0,0.0,0.0,0.027271439393367156,0.14110011302263317,0.058790388190551185,dev
a096bf4d#0,a096bf4d,0,1001,82,0.02393450197093805,0.23576423576423577,0.3356643356643357,0.6023976023976024,12.207317073170731,236,0.5365853658536586,0,0.0,0.0,0.5095283213358343,0.6340935780536991,0.5146865765419526,test
a3f84088#0,a3f84088,0,576,151,0.13262596033782303,0.1388888888888889,0.1527777777777778,0.19444444444444448,3.814569536423841,80,0.5364238410596026,0,0.0,0.0,-0.028795229115993096,0.01108469095961019,-0.060787729355064296,test
a406ac07#0,a406ac07,0,1001,948,0.22067678268452784,0.007992007992007992,0.011988011988011988,0.021978021978021976,1.0559071729957805,8,0.9578059071729957,2,0.001998001998001998,0.0,0.1055321473773867,0.10610192910232097,0.10445725403645457,test
a57f2f04#0,a57f2f04,0,1001,697,0.8413088257714441,0.015984015984015984,0.03196803196803197,0.06793206793206794,1.4361549497847919,16,0.8235294117647058,0,0.0,0.0,0.06123657741226377,0.10951284815863994,0.09334089137143432,test
a59b95c0#0,a59b95c0,0,1001,965,0.8717912226766408,0.003996003996003996,0.006993006993006993,0.014985014985014986,1.0373056994818652,4,0.9678756476683937,2,0.001998001998001998,0.0,0.0003654602643674737,0.010032078947398968,0.0012669784833746975,test
a680ac02#0,a680ac02,0,1001,900,0.5540712722519132,0.022977022977022976,0.03896103896103896,0.060939060939060936,1.1122222222222222,23,0.9677777777777777,6,0.005994005994005994,0.0,0.03041901668484432,0.0988415046471146,0.08164061369235866,test
a8610ef7#0,a8610ef7,0,1001,460,0.8509519979425697,0.016983016983016984,0.03196803196803197,0.07392607392607392,2.1760869565217393,17,0.5108695652173914,0,0.0,0.0,0.07360398806576625,0.18937535279968437,0.1606026909254827,test
a934301b#0,a934301b,0,574,146,0.837723418825657,0.09930313588850175,0.18815331010452963,0.3205574912891986,3.9315068493150687,57,0.636986301369863,0,0.0,0.0,0.27484147142840915,0.3160124785544908,0.15566436359626443,dev
aa18de87#0,aa18de87,0,1001,441,0.7201371138394974,0.058941058941058944,0.08291708291708291,0.13886113886113885,2.2698412698412698,59,0.5532879818594104,0,0.0,0.0,0.10232121144815512,0.12191294636385859,0.08482727641773775,dev
aa300dc3#0,aa300dc3,0,576,383,0.5794569836874826,0.013888888888888888,0.027777777777777776,0.06944444444444445,1.5039164490861618,8,0.7571801566579635,0,0.0,0.0,-0.006307212765233335,0.04620860667172684,0.023982506219528826,dev
aa4ec2a5#0,aa4ec2a5,0,1001,992,0.266061026441045,0.002997002997002997,0.004995004995004995,0.01098901098901099,1.0090725806451613,3,0.9919354838709677,0,0.0,0.0,0.020844801490920363,0.023952233426164257,0.021828399058707183,dev
aab50785#0,aab50785,0,1001,935,0.8821490315371424,0.003996003996003996,0.007992007992007992,0.01798201798201798,1.0705882352941176,4,0.9422459893048128,0,0.0,0.0,0.050546342399726635,0.08129636614312344,0.07399104956069094,dev
ac0c5833#0,ac0c5833,0,576,131,0.7918904854868518,0.3680555555555556,0.4479166666666667,0.5885416666666666,4.396946564885496,212,0.7175572519083969,0,0.0,0.0,-0.09250402681448985,0.20587307913736574,0.052914638868081634,dev
ac2e8ecf#0,ac2e8ecf,0,1001,882,0.8762729107955541,0.017982017982017984,0.024975024975024976,0.04195804195804195,1.1349206349206349,18,0.9195011337868481,0,0.0,0.0,-0.06404111305414131,0.14848610287630326,0.12956231602149657,dev
ac3e2b04#0,ac3e2b04,0,1001,455,0.9377745772986077,0.04895104895104895,0.07092907092907093,0.1208791208791209,2.2,49,0.4901098901098901,22,0.02197802197802198,0.0,-0.2680077284678519,-0.18907558656851098,-0.27394478814266227,dev
ac605cbb#0,ac605cbb,0,1001,474,0.3818113101958859,0.24275724275724275,0.2797202797202797,0.33366633366633364,2.111814345991561,243,0.8312236286919831,37,0.03696303696303696,0.0,0.19800523197231096,0.20965761148998116,0.1409735903583695,test
ad7e01d0#0,ad7e01d0,0,1001,524,0.15171130574681413,0.09090909090909091,0.16583416583416583,0.36163836163836166,1.9103053435114503,91,0.8530534351145038,0,0.0,0.0,0.22282484128271518,0.2324554513115573,0.22572042147010432,test
ae58858e#0,ae58858e,0,576,373,0.1956489477928205,0.015625,0.03125,0.07291666666666666,1.5442359249329758,9,0.7721179624664879,0,0.0,0.0,0.24039149464492857,0.2928516822582101,0.2565572207186352,test
aee291af#0,aee291af,0,1001,391,0.29473892895677045,0.055944055944055944,0.0879120879120879,0.15884115884115882,2.5601023017902813,56,0.670076726342711,0,0.0,0.0,0.47832810843258117,0.5344663599114174,0.522362200114101,test
af22c60d#0,af22c60d,0,1001,742,0.025061880067878683,0.01998001998001998,0.03396603396603397,0.06693306693306693,1.349056603773585,20,0.8544474393530997,0,0.0,0.0,0.18819201963232843,0.23390800391087843,0.2238028801631104,dev
af24b4cc#0,af24b4cc,0,1001,580,0.48727863147143347,0.08091908091908091,0.12387612387612387,0.2047952047952048,1.7258620689655173,81,0.8551724137931035,0,0.0,1.0,0.3423075384029977,0.3520795020485634,0.34518462849136455,test
b0722778#0,b0722778,0,1001,716,0.5175820266981884,0.04695304695304695,0.07392607392607392,0.13286713286713286,1.3980446927374302,47,0.8952513966480447,0,0.0,0.0,0.21205192106900808,0.2486261924430214,0.24400639850999295,dev
b0f4d537#0,b0f4d537,0,1001,881,0.8226503252185421,0.011988011988011988,0.022977022977022976,0.04995004995004995,1.1362088535754824,12,0.9511918274687855,0,0.0,0.0,0.19111994086278766,0.19832931792894157,0.18543559913295568,dev
b15fca0b#0,b15fca0b,0,1001,689,0.15390190197087494,0.0999000999000999,0.11388611388611389,0.14085914085914086,1.4528301886792452,100,0.8693759071117562,0,0.0,0.0,0.11701390541196706,0.18011529938569515,0.17506189091196137,test
